country	accession_id	accession_name	taxonomy	narrative	improvement_status	total_reads	region
Syria	PI_534562	OA 17	Cucurbita pepo	"NA"	Landrace	1025301	Arab States
Syria	PI_181757	Beledi	Cucurbita pepo	Market, Damascus.	Landrace	996958	Arab States
Syria	PI_534564	OA 36	Cucurbita pepo	"NA"	Landrace	861823	Arab States
Syria	PI_534567	OA 84	Cucurbita pepo	"NA"	Landrace	962906	Arab States
Syria	PI_534566	OA 41	Cucurbita pepo	"NA"	Landrace	1043708	Arab States
Syria	PI_534568	OA 127	Cucurbita pepo	"NA"	Landrace	787964	Arab States
Syria	PI_534571	OA 231	Cucurbita pepo	"NA"	Landrace	1060035	Arab States
Syria	PI_534569	OA 143	Cucurbita pepo	"NA"	Landrace	813910	Arab States
Syria	PI_534636	OD 10488	Cucurbita pepo	"NA"	Landrace	1191545	Arab States
Syria	PI_534558	OA 3	Cucurbita pepo	"NA"	Landrace	922579	Arab States
Syria	PI_534639	OD 10522	Cucurbita pepo	"NA"	Landrace	935931	Arab States
Syria	PI_534635	OD 10481	Cucurbita pepo	"NA"	Landrace	1107923	Arab States
Syria	PI_534560	OA 8	Cucurbita pepo	"NA"	Landrace	1917111	Arab States
Syria	PI_177377	Kusa	Cucurbita pepo	"NA"	Landrace	927358	Arab States
Syria	PI_534561	OA 11	Cucurbita pepo	"NA"	Landrace	818412	Arab States
Syria	PI_534628	OD 10428	Cucurbita pepo	"NA"	Landrace	1189201	Arab States
Syria	PI_181878	Allepo No. 5	Cucurbita pepo	"NA"	Landrace	1229367	Arab States
Syria	PI_534557	OA 2	Cucurbita pepo	"NA"	Landrace	770630	Arab States
Syria	Ames_25701	S108	Cucurbita pepo	"NA"	Uncertain improvement status	1333721	Arab States
Syria	Ames_25700	S028	Cucurbita pepo	Like zucchini, stuffed with rice to eat.	Landrace	1402367	Arab States
Poland	PI_285611	NA	Cucurbita pepo	"NA"	Uncertain improvement status	1648942	Europe
Poland	Ames_25944	P085	Cucurbita pepo	"NA"	Cultivated material	1255879	Europe
Poland	Ames_25942	P044	Cucurbita pepo	"NA"	Cultivated material	1335544	Europe
Poland	PI_311741	Pulawska	Cucurbita pepo	"NA"	Uncertain improvement status	861509	Europe
Poland	Ames_25943	P057	Cucurbita pepo	"NA"	Cultivated material	1399096	Europe
Poland	Ames_25941	P031	Cucurbita pepo	"NA"	Cultivated material	1208996	Europe
Poland	Ames_25945	P101	Cucurbita pepo	"NA"	Cultivated material	1443359	Europe
United States	Ames_26617	DSW 813	Cucurbita pepo var. ozarkana	"NA"	Wild material	1193963	North America
United States	Ames_26833	Ames 26833	Cucurbita pepo var. ozarkana	"NA"	Wild material	945833	North America
United States	NSL_98131	Jersey Golden Acorn	Cucurbita pepo	Bush habit, fruits orange. Yellow pigmentation occurs prior to anthesis. As fruit grow it becomes progressively more deeply orange externally and internally. Flesh contains 2-3 times more carotenes, 4-5 times more xanthophylls, and 1.6 times more beta  carotene than flesh of 'Table King'. Immature fruits not over 2 inches in diameter can be steamed and eaten whole. Baked mature fruits have superior flavor, tenderness, and freedom from fiber.	Cultivar	2070392	North America
United States	PI_615112	White Egyptian Zucchini	Cucurbita pepo	"NA"	Cultivar	1261582	North America
United States	PI_615115	Yellow Scallop	Cucurbita pepo	"NA"	Cultivar	1053074	North America
United States	PI_615114	Golden Bush Scallop	Cucurbita pepo	"NA"	Cultivar	1820511	North America
United States	Ames_26879	DSW 1292	Cucurbita pepo var. ozarkana	Round, oval, oblong, or pear shaped, and white, striped, or bicolor fruit.	Wild material	985886	North America
United States	Ames_26888	DSW 1458	Cucurbita pepo var. ozarkana	Round or pear shaped fruit.	Wild material	1099871	North America
United States	PI_615119	Spaghetti squash	Cucurbita pepo	Commercial fruits.	Cultivated material	921892	North America
United States	NSL_98075	TABLE KING	Cucurbita pepo	"NA"	Cultivar	1517179	North America
United States	Ames_26875	DSW 1263	Cucurbita pepo var. ozarkana	Pear shaped fruit.	Wild material	1017429	North America
United States	PI_490279	Sweetnut (Acorn)	Cucurbita pepo	Mix of three semi-bush types. Fruit globe, oblong or acorn shaped.  Hull-less seeds.	Cultivated material	1036817	North America
United States	Ames_26872	DSW 1237	Cucurbita pepo var. ozarkana	Egg or oval shaped fruit.	Wild material	1192860	North America
United States	Ames_26878	DSW 1272	Cucurbita pepo var. ozarkana	Flat, egg, or oblong shaped fruit, some grooved.	Wild material	971571	North America
United States	Ames_26616	DSW 812	Cucurbita pepo var. ozarkana	"NA"	Wild material	1063120	North America
United States	PI_490278	Butterball	Cucurbita pepo	Mix of two semi-bush types. Fruit globe or oblong shaped, tan.  Hull-less seeds.	Cultivated material	1264472	North America
United States	PI_615152	Little Chicago Miniature Pumpkin	Cucurbita pepo	Composite of 7 strains (including 2 gourd influenced); white, yellow, orange, etc.; all developed locally.	Cultivated material	1231170	North America
United States	PI_614687	HDW 3173	Cucurbita pepo var. texana	Fruit from a single plant; spherical with no constrictions. Although brown, fruits may be from last year.	Wild material	984362	North America
United States	Ames_26624	DSW 822	Cucurbita pepo var. ozarkana	"NA"	Wild material	1224442	North America
United States	PI_614689	HDW 5299	Cucurbita pepo var. texana	"NA"	Wild material	1128163	North America
United States	Ames_26620	DSW 816	Cucurbita pepo var. ozarkana	"NA"	Wild material	1534051	North America
United States	NSL_199054	Precocious Early Prolific	Cucurbita pepo	"PEP is an inbred line that carries gene B (BB). It is iso- genic to ""Early Prolific Straightneck"" (B+B+). Reference: Shifriss, O. 1981. Origin, expression, and significance of gene B in Cucurbita pepo L. J. American Hort. Sci. 106:220-232. See page 222, left column, line 16 from top. (The foregoing capital ""B's"" have an underscore and the ""+'s"" are superscripts.)"	Breeding material	1394646	North America
United States	PI_285213	NA	Cucurbita pepo var. texana	"NA"	Wild material	1094392	North America
United States	PI_615110	Uncle Herman Pumpkin	Cucurbita pepo	"NA"	Cultivar	754293	North America
United States	PI_615111	White Acorn	Cucurbita pepo	"NA"	Cultivar	1081202	North America
United States	Ames_26876	DSW 1264	Cucurbita pepo var. ozarkana	"NA"	Wild material	1182938	North America
United States	Ames_26612	DSW 808	Cucurbita pepo var. ozarkana	"NA"	Wild material	1022558	North America
United States	PI_614700	292 Population 4	Cucurbita pepo var. ozarkana	Population 4:  (Five neaby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangles with other vines including Campsis radicans.  Fruits pyriform with long narrow necks or without necks.  Flesh non-bitter.	Wild material	903235	North America
United States	PI_614685	HDW 3180	Cucurbita pepo var. texana	Sample of 5, relatively uniform, more or less spherical (no terminal constriction). Number of plants, maybe 1.	Wild material	1220353	North America
United States	PI_615116	Zikusa	Cucurbita pepo	"NA"	Cultivar	1477103	North America
United States	Ames_26883	DSW 1323	Cucurbita pepo var. ozarkana	Flat or round shaped fruit.	Wild material	874844	North America
United States	PI_615104	Prostate	Cucurbita pepo	"NA"	Cultivar	1538373	North America
United States	Ames_26887	DSW 1457	Cucurbita pepo var. ozarkana	Round or oval shaped fruit.	Wild material	1340415	North America
United States	PI_282486	GC 59	Cucurbita pepo	Similar to GC 58 (PI 282485), except yellow star very subdued. Seed from selfed fruit 5985-4. Comments from CG 58 similar to GC 57 (PI 282484), except yellow star not prominent.  Comments from GC 57 (PI 282484) 'Meader Star' from the Univ. of New Hampshire, Durham. 'Table Queen' shape with yellow star on proximal end; seed naked.	Cultivated material	1664142	North America
United States	Ames_26871	DSW 1232	Cucurbita pepo var. ozarkana	Flat, round, or pear shaped fruit.	Wild material	1206143	North America
United States	Ames_26890	DSW 1483	Cucurbita pepo var. ozarkana	Flat, round, or mildly oblong shaped fruit.	Wild material	889186	North America
United States	Ames_26891	1282	Cucurbita pepo var. texana	Egg shaped fruit.	Wild material	925658	North America
United States	Ames_26873	DSW 1240	Cucurbita pepo var. ozarkana	Flat, round, oval, oblong, or pear shaped fruit.	Wild material	1049781	North America
United States	PI_595838	Saffron Prolific Straightneck	Cucurbita pepo	Butter yellow semi-crookneck. Typically picked at 6 inch length. Compact bush plant has open structure, making for easy picking. Notably smaller bush than other semi-crooknecks. Large leaves provide fruit with excellent protection from sunburn.	Cultivar	1599283	North America
United States	Ames_26877	DSW 1269	Cucurbita pepo var. ozarkana	Flat, round, egg, pear, or oblong shaped fruit, some grooved.	Wild material	1008875	North America
United States	Ames_26951	Ames 26951	Cucurbita pepo	Wild gourd.  Fruits green with white stripes and solid white, various shapes, very bitter, and separate from stem very easily.  Stigma seem very long and narrow.  Increased in garden of donor by hand pollination, Mansfield Center, Connecticut.	Wild material	1208640	North America
United States	PI_614701	292 Population 3	Cucurbita pepo var. ozarkana	Population 3: (Five nearby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangled with other vines including Campsis radicans.  Fruits uniformly obloid to transversely ellipsoid.  Flesh non-bitter.	Wild material	759935	North America
United States	PI_615101	Maryland Pie Pumpkin	Cucurbita pepo	"NA"	Cultivar	861461	North America
United States	PI_615102	Naked Seed	Cucurbita pepo	"NA"	Cultivar	1069117	North America
United States	Ames_26622	DSW 819	Cucurbita pepo var. ozarkana	"NA"	Wild material	1295857	North America
United States	PI_601193	Swan White Table Queen	Cucurbita pepo	Winter type squash.  Cotyledon: 43 mm long and 28 mm wide (measured at appearance of second leaf bud), rounded apex, plainly visible veining, medium green with light green veining.  Plant: semi-bush and prickly.  Main stem: round, ridged, 15 mm diameter at midpoint of first internode, 260 cm average length, 34 internodes on average.  Leaves: ovate and deep lobed shape, denticulate and flat margin, 38 cm wide, 27 cm long, smooth surface, dorsal surface soft hairy, ventral surface soft hairy, medium green, blotched with gray, 27 cm petiole length.  Flower (pistillate): 5 cm diameter, turbinate ovary, 2 cm pedicel length, straight and plain margin, 1 mm sepal width and 20 mm sepal width (measured at midpoint), deep yellow color.  Flower (staminate): 20 mm sepal length and 1 mm sepal width (measured at midpoint), 12 cm pedicel length, deep yellow color.  Fruit (market maturity): 14 cm length, 9 cm width at stem end, 10 cm width at medial, 6 cm width at blossom end, 680 gram average weight, acorn shape, taper pointed apex, flattened base, prominant ribs, medium deep and wide rib furrows, fruit surface smooth, no warts, slightly extended blossom scar button.  Rind: 1 mm thick at medial, hard, regular color pattern, white.  Flesh: 27 mm thick at blossom end, 21 mm thick at medial, 23 mm thick at stem end, fine or stringy, firm, and moist texture, slightly sweet flavor, excellent quality, creamy yellow color.  Seed cavity (sectioned apex to base): 9 cm length, 6 cm width, conforms to fruit shape, sparse placental tissue, inconspicuous center core.  Fruit stalks: 5 cm length, 1 cm diameter, irregular, ridged, not twisted, tapered, slightly curved, hard texture, shallow farrows, rough surface, slightly expanded attachment end, detaches easily, medium green color (darker green at point of attachment).  Seeds: 13 mm length, 8 mm width, 2 mm thick, smooth face surface, buff color, dull luster, straight and wedge-like margin, easy separation from pulp, 10 grams per 100 seeds, 156 seeds per fruit, normal.  Most closely resembles Table Queen for plant habit, leaf type, flower type, fruit shape, and culinary type, and White Patty Pan for fruit color (at maturity).	Cultivar	903668	North America
United States	PI_302418	Omaha Pumpkin	Cucurbita pepo	Short globose or obovate fruit, 9 to 10 inches by 5 to 7 inches, skin orange, flesh orange 1 to 1.5 inches thick.  Reported to have resistance to pickleworm.	Cultivar	1526441	North America
United States	NSL_180768	CONFEDERATE GOLD	Cucurbita pepo	Confederate Gold (16D-14) - Breeder and vendor: Ferry-Morse Seed Co. Characteristics: open pollinated, yellow crookneck type with very uniform, attractive fruits; plants large, vigorous, medium open. Similar: Yellow Summer Crookneck Improved. Adaptation: southeast United States. 1982.	Cultivar	1596367	North America
United States	PI_518688	33272	Cucurbita pepo	Delicata or Dumpling type - grouped with acorn type.	Cultivated material	1250757	North America
United States	PI_615108	Tender and True Marrow	Cucurbita pepo	"NA"	Cultivar	756864	North America
United States	PI_267664	Yellow Long	Cucurbita pepo	Midseason variety; vigorous vine; fruit oblong, 11.5 by 5 inches, smooth, deep orange netted; flesh 0.75 inch, yellow or orange; seeds dark green; embryo naked.	Uncertain improvement status	1330718	North America
United States	Ames_26609	DSW 804	Cucurbita pepo var. ozarkana	"NA"	Wild material	1038684	North America
United States	Ames_26610	DSW 806	Cucurbita pepo var. ozarkana	"NA"	Wild material	880617	North America
United States	PI_267757	Buff Pie	Cucurbita pepo	Plants vigorous, early maturing; fruit deep orange, 7 by 8.5 inches, globe, 20 faint grooves, 10 per plant. Prized for pie filling.	Cultivar	1470288	North America
United States	PI_615113	Wilbur Field	Cucurbita pepo	"NA"	Cultivar	843210	North America
United States	Ames_26952	Paydon Heirloom	Cucurbita pepo	Vining, large acorn type, 80-115 days, tan, cream speckled skin, most fruit has sweet yellowish flesh which is somewhat stringy.  Paydon family heirloom via France to Louisiana to Ohio to Bosco, Illinois since 1860's.	Landrace	1628495	North America
United States	Ames_26619	DSW 815	Cucurbita pepo var. ozarkana	"NA"	Wild material	1909044	North America
United States	PI_615087	PQ 016174	Cucurbita pepo	"NA"	Uncertain improvement status	1206741	North America
United States	PI_614688	HDW 3170	Cucurbita pepo var. texana	Number of plants unknown; some progeny in collection of 55 packets. From different parts of Colorado drainage and from different plants.	Wild material	1107876	North America
United States	PI_615089	Austrian Bush	Cucurbita pepo	"NA"	Cultivar	1482732	North America
United States	PI_614690	HDW 5533	Cucurbita pepo var. texana	Essentially a recollection of TE039 (Not in NPGS); number of plants = 4.	Wild material	1086277	North America
United States	PI_282487	GC 60	Cucurbita pepo	Self-pollinated fruit from prolific bush plant; fruit resembles 'Little Gem', but more flattened. Edible and ornamental.	Cultivated material	1381538	North America
United States	PI_614692	292 Population 5	Cucurbita pepo var. ozarkana	Population 5:  (Five nearby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangled with other vines including Campsis radicans.  Fruits pyriform with short wide necks.  Flesh non-bitter.	Wild material	1068812	North America
United States	PI_614694	293	Cucurbita pepo var. ozarkana	Faded green fruits, narrow pyriform shape with short narrow necks at stem end.  Flesh non-bitter.  Mostly scattered on ground.  A serious weed problem.  One young vine was still green with some slight virus symptoms and mildew.	Wild material	1326067	North America
United States	Ames_26892	1283	Cucurbita pepo var. texana	Egg, elongated egg, or pear shaped fruit.	Wild material	1077940	North America
United States	PI_614698	14712	Cucurbita pepo var. ozarkana	"NA"	Wild material	1074034	North America
United States	PI_614699	292 Populations 1 & 2	Cucurbita pepo var. ozarkana	Populations 1 and 2:  (Five nearby populations collected in all.)  Green striped fruits hanging from dead vines growing 6 meters up into trees tangled with other vines including Campsis radicans.  Fruits uniformly obloid to transversely ellipsoid.  Flesh non-bitter.	Wild material	1022697	North America
United States	PI_615098	Kahcona	Cucurbita pepo	"NA"	Cultivar	843732	North America
United States	PI_614684	HDW 3163	Cucurbita pepo var. texana	21 fruits of varying shape, number of plants unknown.	Wild material	884141	North America
United States	Ames_26882	DSW 1321	Cucurbita pepo var. ozarkana	Pear or lump-in-neck shaped fruit.	Wild material	1040216	North America
United States	PI_600995	Goldilocks	Cucurbita pepo	Winter type. Cotyledon 52 mm long and 30 mm wide, apex rounded, obscure veining, medium green. Plant composed of long vines, prickly. Main stem round, 19 mm in diameter at midpoint of first internode, 335 cm ave. length, ave. number of internodes 42. Leaves reniform shaped, deep lobed, margin dentate and frilled, 25 cm wide and 24 cm long at third internode, ave. of 25 per plant, smooth surface, dorsal surface soft hairy, ventral surface bristled, dark green, not blotched, 26 cm petiole length. Pistillate 20 cm in diameter, ovary drum-like, pedicel 2 cm long, margin curved and frilled, sepals 2 mm wide and 11 mm long, orange. Staminate sepals 21 mm long and 3 mm wide, pedicel 19 cm long, orange. Fruit 13 cm long, 14 cm wide at stem end, and 14 cm wide at blossom end, 1270 grams ave. weight, Connecticut field shape, depressed apex, depressed base, inconspicuous ribs, shallow and narrow rib furrows, surface smooth, no warts, depressed blossom scar button. Rind 2 mm thick at medial, soft, regular color pattern, grayish-buff color, pink self or ground, pink stripes, pink lace, no specific location of pattern colors. Flesh 15 mm thick at blossom end, 15 mm thick at medial, and 17 mm thick at stem end, granular, firm, moist, slightly sweet, excellent quality, pink. Seed cavity 8 cm long and 10 cm wide, conforms to fruit shape, placental tissue sparse, center core prominent. Fruit stalks 7 cm long and 2 cm in diameter, irregular, not twisted, tapered, slightly curved, hard, deep farrows, spiny, expanded attachment end, detaches with difficulty, medium green, expanded portion medium yellow. Seeds 15 mm long, 8 mm wide, and 3 mm thick, smooth, buff, dull, curved and wedge-like margin, moderately easy to separate from pulp, 9 grams/100 seeds, 490 seeds per fruit, normal. Not tested for disease or insect resistance. Most likely resembles Spookie for plant habit, leaf type, flower type, and fruit shape, Jersey Golden Acorn for fruit color, and Small Sugar Pie for culinary type.	Cultivar	1593008	North America
United States	Ames_26885	DSW 1436	Cucurbita pepo var. ozarkana	Escapes from cultivation? Flat or round shaped fruit, some grooved, and some turning orange, but all small.	Wild material	1040029	North America
United States	PI_615088	Amish Field Pie Pumpkin	Cucurbita pepo	"NA"	Cultivar	1069771	North America
United States	PI_615091	Bloomfield Pumpkin	Cucurbita pepo	"NA"	Cultivar	987792	North America
United States	PI_615092	Chesnut	Cucurbita pepo	"NA"	Cultivar	1360152	North America
United States	Ames_26889	DSW 1459	Cucurbita pepo var. ozarkana	Elongated pear shaped fruit.	Wild material	939712	North America
United States	PI_615094	French White Bush	Cucurbita pepo	"NA"	Cultivar	1264827	North America
United States	Ames_26608	DSW 803	Cucurbita pepo var. ozarkana	"NA"	Wild material	1091405	North America
United States	Ames_26893	1284	Cucurbita pepo var. texana	Egg shaped fruit.	Wild material	1002342	North America
United States	Ames_26894	1285	Cucurbita pepo var. texana	Round, egg, or oblong shaped fruit.	Wild material	1028982	North America
United States	Ames_26611	DSW 807	Cucurbita pepo var. ozarkana	"NA"	Wild material	1181645	North America
United States	PI_267663	Yellow Oval	Cucurbita pepo	Vigorous prolific vine; earliest fruit semi-globe 9 by 7 inches, smooth, deep orange, netted; flesh one inch thick, yellow or cream; seeds dark green; embryo naked.	Uncertain improvement status	1052403	North America
United States	PI_600771	Royal Knight	Cucurbita pepo	"NA"	Cultivar	1923374	North America
United States	PI_614686	HDW 3162	Cucurbita pepo var. texana	Fruits ovate to spherical - not pyriform. Number of plants not known.	Wild material	917755	North America
United States	PI_601144	Bushkin	Cucurbita pepo	Summer (vegetable marrow) type pumpkin.  Cotyledon: 46 mm long, 28 mm wide, rounded apex, plainly visible veining, medium green color.  Plant: semi-bush and prickly.  Main stem: angled, 52 mm diameter at midpoint of first internode, 105 cm average length, 22 internodes on average.  Leaves: broad triangular, deep lobed, dentate and frilled margin, 38 cm wide, 30 cm long, smooth surface, dorsal and ventral surfaces bristled, medium green color, not blotched, 48 cm petiole length.  Flower (pistillate): 22 cm diameter, drum-like ovary, 5 cm pedicel length, curved and plain margin, 1.5 mm sepal width, 10 mm sepel length, orange color.  Flower (staminate): 22 mm sepal length, 2.5 mm sepal width, 24 cm pedicel length, orange color.  Fruit: 29 cm length, 24 cm width (stem end), 26 cm width (blossom end), 4985 gram average weight, Connecticut Field shape, rounded apex, depressed base, prominant ribs, medium deep and narrow rib furrows, smooth fruit surface, no warts, depressed blossom scar button.  Rind: 3 mm thick at medial, hard, irregular color pattern, yellow-orange color, orange color in a lace pattern in a non-specific location.  Flesh: 32 mm thick at blossom end, 34 mm thick at medial end, 25 mm thick at stem end, stringy, firm, and moist texture, slightly sweet flavor, good quality, yellow-orange color.  Seed cavity: 24 cm length, 19 cm width, conforms to fruit shape, moderately abundant placental tissue, inconspicuous center core.  Fruit stalks 90 cm length, 3.4 cm diameter, irregular, not twisted, tapered, straight, hard texture, deep farrows, spiny surface, slightly expanded attachment end, detaches with difficulty, dark green color.  Seeds: 17 mm length, 9.5 mm width, 3 mm thick, wrinkled face surface, gray-green color, dull luster, curved and wedge-like margin, moderately easy separation from pulp, 14 grams per 100 seeds, 318 seeds per fruit, naked.  Susceptible to powdery mildew and squash bug.  Most closely resembles Cinderella for plant habit, leaf type, flower type, and fruit shape, Big Tom for fruit color, and Small Sugar for culinary type.	Cultivar	1457257	North America
United States	PI_615097	Japanese Pie Pumpkin	Cucurbita pepo	"NA"	Cultivar	1332902	North America
United States	PI_267660	Green Long No. 1	Cucurbita pepo	Midseason variety; vine of medium vigor; fruits 12 by 5 inches, tapering oblong, dark green netted, orange striped; flesh one inch thick; seeds dark green; embryo naked. Some fruits have dark orange flesh.	Uncertain improvement status	1535599	North America
United States	NSL_104548	LITTLE BOO	Cucurbita pepo	"NA"	Cultivar	1203283	North America
United States	PI_518687	Acorn Squash	Cucurbita pepo	"NA"	Cultivated material	1239863	North America
United States	PI_599994	Black Magic	Cucurbita pepo	"NA"	Cultivar	1939364	North America
United States	PI_615093	Fordhook	Cucurbita pepo	"NA"	Cultivar	1540089	North America
United States	Ames_26607	DSW 802	Cucurbita pepo var. ozarkana	"NA"	Wild material	1124070	North America
United States	PI_614695	290	Cucurbita pepo var. ozarkana	Six fruits (3 faded green and 3 nearly dried) together on a dead vine on the ground.  Fruits uniformly pyriform, faintly striped.  Flesh non-bitter.	Wild material	1104339	North America
United States	PI_614691	HDW 5544	Cucurbita pepo var. texana	Fruit = 6; number of parent plants unknown.	Wild material	1097134	North America
United States	PI_267662	Green Stripe	Cucurbita pepo	Midseason variety; vine of medium vigor; fruits 12 by 5 inches, oblong, smooth, deep orange, green striped; flesh 0.75 inch thick, orange, seeds dark green; embryo naked.	Uncertain improvement status	947526	North America
United States	PI_615099	King of the Mammoths	Cucurbita pepo	"NA"	Cultivar	1217688	North America
United States	PI_615086	Ames 2804	Cucurbita pepo	Supposed to have outstanding resistance to Cucumber Mosaic Virus (CMV) and powdery mildew.	Uncertain improvement status	1149632	North America
United States	PI_595364	HSR 1878	Cucurbita pepo	"NA"	Cultivar	1650828	North America
United States	PI_615096	Idaho Gem Pumpkin	Cucurbita pepo	"NA"	Cultivar	1005289	North America
United States	PI_615107	Tarahumara Indian	Cucurbita pepo	"NA"	Cultivar	762039	North America
United States	PI_615153	Mandan	Cucurbita pepo	"NA"	Cultivar	1350659	North America
United States	PI_615100	Lebanon	Cucurbita pepo	"NA"	Cultivar	813943	North America
United States	PI_267661	Green Long No. 2	Cucurbita pepo	Midseason variety; vigorous vine; fruit 13 by 5 inches, oblong, with 10 faint ridges, deep orange, netted; flesh one inch thick, orange; seeds dark green; embryo naked.	Uncertain improvement status	1180467	North America
United States	PI_615105	Round Zucchini	Cucurbita pepo	"NA"	Cultivar	1225815	North America
United States	PI_615106	Showell	Cucurbita pepo	Developed by Curtis Showell.	Cultivar	786231	North America
United States	PI_597784	Allie	Cucurbita pepo	"NA"	Cultivar	2010998	North America
Tajikistan	Ames_28296	TJK 2006:132	Cucurbita pepo	Cultivated more than 15 years.  Seeds are the farmer's selection.  Used for cooking dumpling (samsa).	Cultivated material	1039531	Asia
Georgia	Ames_29180	GSMO 1-5	Cucurbita pepo	Normal thickness of seed hull.	Landrace	992225	Europe
Georgia	Ames_29179	GSMO 1-4	Cucurbita pepo	Thin-hulled seed, tasty, sweet.	Landrace	1117445	Europe
Georgia	Ames_29181	GSMO 1-6	Cucurbita pepo	Very tasty, no insect or disease problems.	Landrace	1480434	Europe
Turkey	PI_174183	Sakiz	Cucurbita pepo	Resistant to scab. Seed dealer, Diyarbakir.	Landrace	2082127	Europe
Turkey	PI_164997	Tergomlek	Cucurbita pepo	Grown for its edible seeds which are oily and nearly shell-less.	Landrace	1131338	Europe
Turkey	PI_173686	7878	Cucurbita pepo	Governors garden, Hakari, Hakari.	Landrace	835254	Europe
Turkey	PI_174188	Dolmalik	Cucurbita pepo	Seed dealer, Nizip, Gaziantep.	Landrace	1192990	Europe
Turkey	PI_165018	Dolma Kabagi	Cucurbita pepo	Pumpkin.	Landrace	1201349	Europe
Turkey	PI_169462	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	Landrace	1120311	Europe
Turkey	PI_169429	1841	Cucurbita pepo	Mixed types.  Market, Mugla.	Landrace	1285748	Europe
Turkey	PI_169435	Bal Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	Landrace	1298438	Europe
Turkey	PI_174187	Dolma	Cucurbita pepo	Market, Birecik, Urfa.	Landrace	928398	Europe
Turkey	PI_165004	Karakabak	Cucurbita pepo	Black. Kabak = pumpkin/squash.	Landrace	1797338	Europe
Turkey	PI_167136	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	Landrace	1163204	Europe
Turkey	PI_174182	8057	Cucurbita pepo	Seed dealer, Diyarbakir.	Landrace	1202176	Europe
Turkey	PI_109486	T 524	Cucurbita pepo	From Ankara bazar.	Landrace	907723	Europe
Turkey	PI_174184	Kestane	Cucurbita pepo	Seed dealer, Mardin, Mardin. Received as mixture with C. maxima (C. maxima assigned PI 199031).	Landrace	1101318	Europe
Turkey	PI_174186	8312	Cucurbita pepo	Market, Suruc, Urfa.	Landrace	840815	Europe
Turkey	PI_165071	Sakiz Kabagi	Cucurbita pepo	Pumpkin.	Landrace	1210992	Europe
Turkey	PI_175711	Dolmalik	Cucurbita pepo	Seed dealer, Kayseri, Kayseri.	Landrace	1501503	Europe
Turkey	PI_169449	Bal Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores, Kirklareli, Kirklareli.	Landrace	988627	Europe
Turkey	PI_174190	Kosesefer	Cucurbita pepo	"NA"	Landrace	1324629	Europe
Turkey	PI_174195	8177	Cucurbita pepo	"NA"	Landrace	1052230	Europe
Turkey	PI_169452	Kara Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores, Kirklareli, Kirklareli.	Landrace	1987311	Europe
Turkey	PI_169421	1539	Cucurbita pepo	"NA"	Landrace	1181172	Europe
Turkey	PI_164957	Sakiz Kabak	Cucurbita pepo	White, narrow type. Kabak = pumpkin/squash.	Landrace	1205542	Europe
Turkey	PI_174179	Yemeklik	Cucurbita pepo	"NA"	Landrace	1657524	Europe
Turkey	PI_175705	5458	Cucurbita pepo	"NA"	Landrace	930538	Europe
Turkey	PI_174185	Dolma	Cucurbita pepo	Small type. Market, Urfa, Urfa.	Landrace	1145778	Europe
Turkey	PI_165023	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	Landrace	994125	Europe
Turkey	PI_169427	1768	Cucurbita pepo	"NA"	Landrace	1283976	Europe
Turkey	PI_167392	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	Landrace	1340120	Europe
Turkey	PI_169428	1838	Cucurbita pepo	Market, Mugla, Mugla.	Landrace	937348	Europe
Turkey	PI_176961	6152	Cucurbita pepo	"NA"	Landrace	1259339	Europe
Turkey	PI_166992	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	Landrace	1055279	Europe
Turkey	PI_174192	Sakiz	Cucurbita pepo	"NA"	Landrace	1229545	Europe
Turkey	PI_169432	Dolmalik	Cucurbita pepo	"NA"	Landrace	1199105	Europe
Turkey	PI_169434	Kara Kabak	Cucurbita pepo	Black type.  Kabak = pumpkin/squash. Market, Akhisar, Manisa.	Landrace	2109350	Europe
Turkey	PI_174178	Yumurta	Cucurbita pepo	Received as Cucurbita pepo var. ovifera. Small, egg-shaped.  Seed dealer, Igdir, Kars.	Landrace	880831	Europe
Turkey	PI_169437	Pestel Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  Market, Akhisar, Manisa.	Landrace	977960	Europe
Turkey	PI_169438	2167	Cucurbita pepo	Seed stores and markets, Soma, Manisa Province. Originally from Siman, Balikesir.	Landrace	858050	Europe
Turkey	PI_169425	Ufak Kabak	Cucurbita pepo	Small type.  From tree nursery, Burdur, Burdur.  Kabak = pumpkin/squash.	Landrace	1361370	Europe
Turkey	PI_176551	9558	Cucurbita pepo	Grain market, Eskisehir, Eskisehir.	Landrace	1984079	Europe
